CERT,NAME,CITY,STALP,ZIP,ADDRESS,website,asset_band,asset_musd,fed_regulator,state_regulator,n_signals,score,signals,service_lines,EQV,EQV_pct,RBC1AAJ,RBCT1CER,ROA,ROA_pct,ROE,NIMY,EEFFR,EEFFR_pct,NCLNLSR,NPERFV,ELNANTR,LNLSDEPR,brokered_pct,asset_growth_yoy,cre_ratio,cd_ratio,cre_breach_loss_pct,uninsured_pct,LNAGR
13703,Greenville National Bank,Greenville,OH,45331,446 S Broadway St,https://www.bankgnb.bank,$250M-$1B,641.5,OCC,N/A (federally chartered),0,0,,,12.474,0.792,13.02,,1.682,0.738,13.8,4.308,49.294,0.167,0.049,0.114,642.424,82.84,0.0,0.049,87.028,29.721,114.905,0.229,2.314
13712,The Libertyville Savings Bank,Fairfield,IA,52556,2000 W Jefferson Ave,https://www.lsbia.bank,$250M-$1B,384.1,FDIC,Iowa Division of Banking,1,12,ag_concentration,KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,11.572,0.709,11.039,15.62,1.486,0.629,13.26,4.296,62.101,0.523,0.901,0.534,0.0,75.267,0.0,-0.012,36.9,5.025,107.373,0.185,11.868
13715,The State Bank,Spirit Lake,IA,51360,1902 Hill Ave,https://www.statebankspiritlake.com,<$250M,88.4,FDIC,Iowa Division of Banking,0,0,,,8.706,0.189,11.734,,1.175,0.526,14.11,2.855,58.548,0.307,0.0,0.509,0.0,52.084,0.0,0.028,65.339,38.353,153.047,0.153,1.478
13729,Prescott State Bank,Prescott,KS,66767,283 E Main St,https://ONLINEBANKING.PRESCOTTSTATEBANK.COM,<$250M,17.3,FDIC,Kansas Office of the State Bank Commissioner,0,0,,,14.568,0.773,14.827,,0.708,0.265,4.81,3.691,74.919,0.7,0.0,0.0,0.0,56.308,0.0,0.044,13.714,0.436,729.191,0.043,13.032
1373,BOM Bank,Natchitoches,LA,71457,814 Washington St,https://www.bofm.com,$1B-$3B,1609.1,FDIC,Louisiana Office of Financial Institutions,3,50,funding_liquidity; rapid_growth; high_uninsured_deposits,"KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; KR RAS: BSA/AML scaling, Internal Audit, enterprise risk assessment; FDICIA Part 363 audit if crossing $1B, ICFR if crossing $5B; KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile)",10.375,0.539,10.635,,1.004,0.338,9.53,4.049,68.538,0.729,0.857,0.962,117.123,86.637,0.175,0.164,222.323,69.561,44.98,0.52,0.333
13735,Savings Bank,Primghar,IA,51245,185 S Green Ave,https://www.savingsbankia.com,$250M-$1B,304.8,FDIC,Iowa Division of Banking,2,17,excess_capital; ag_concentration,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,12.625,0.802,13.603,,1.44,0.598,11.38,3.568,49.293,0.167,0.325,0.651,64.0,93.782,0.0,0.052,0.0,0.0,,0.308,28.718
13736,Maynard Savings Bank,Maynard,IA,50655,310 Main St W,https://www.maynardsavingsbank.com,<$250M,108.4,FDIC,Iowa Division of Banking,0,0,,,12.148,0.6,15.084,,1.173,0.524,9.95,2.751,57.161,0.27,1.001,0.781,0.0,53.734,0.0,-0.001,12.75,0.0,784.328,0.193,2.41
13737,Farmers & Merchants Bank & Trust,Burlington,IA,52601,221 Jefferson St,https://www.fmbanktrust.bank,<$250M,208.2,FDIC,Iowa Division of Banking,0,0,,,8.46,0.162,10.733,17.22,0.915,0.369,11.25,3.637,75.296,0.703,1.664,1.028,4466.667,67.756,0.0,-0.022,104.335,3.419,43.967,0.238,5.155
1374,The Bank of Commerce,White Castle,LA,70788,32460 Bowie St,https://WWW.BKOFCOMMERCE.COM,<$250M,81.5,FDIC,Louisiana Office of Financial Institutions,1,22,high_uninsured_deposits,KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),10.033,0.351,10.632,,0.909,0.364,9.68,3.526,73.855,0.683,0.069,0.032,0.0,50.991,0.0,0.127,127.386,74.714,78.502,0.402,5.526
13748,The Upstate National Bank,Ogdensburg,NY,13669,729 Proctor Ave,https://www.upstatebank.com,$250M-$1B,294.8,OCC,N/A (federally chartered),4,50,weak_efficiency; funding_liquidity; weak_profitability; cre_concentration,"KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: CRE loan review, credit risk review, CECL/ALLL, CRE stress testing (>=300% of capital — supervisory concentration criteria)",9.784,0.43,10.189,15.33,0.065,0.036,0.64,2.292,94.866,0.972,0.0,0.0,0.0,110.27,0.068,0.124,326.454,13.061,12.097,0.102,0.0
13753,Blue Grass Savings Bank,Blue Grass,IA,52726,104 E Mayne St,https://www.bluegrassbank.com,<$250M,225.5,FDIC,Iowa Division of Banking,0,0,,,13.359,0.696,14.304,,1.306,0.608,9.82,3.458,46.437,0.083,0.336,0.175,0.0,61.772,0.028,-0.003,59.647,14.808,167.652,0.125,3.011
1376,Citizens Bank & Trust Company,Plaquemine,LA,70764,57910 Main St,https://www.citizensbankandtrust.com,$250M-$1B,480.8,FDIC,Louisiana Office of Financial Institutions,0,0,,,11.572,0.71,11.93,13.97,1.094,0.382,9.64,4.228,64.15,0.582,0.818,0.678,189.677,88.659,0.0,0.07,272.311,91.771,12.148,0.377,0.0
13774,Benton County State Bank,Blairstown,IA,52209,212 Locust St Ne,https://www.bentoncountystatebank.com,<$250M,50.8,FDIC,Iowa Division of Banking,0,0,,,14.66,0.777,15.216,,0.986,0.4,6.81,3.693,65.306,0.475,0.0,0.0,0.0,82.13,0.0,-0.018,0.0,0.0,,0.219,7.096
13775,Farmers State Bank,Mountain City,TN,37683,100 W Main St,https://www.fsbankmctn.com,<$250M,232.6,FDIC,Tennessee Department of Financial Institutions,0,0,,,9.892,0.334,12.631,18.2,0.772,0.296,7.81,3.91,74.309,0.688,0.83,0.527,725.0,75.088,0.0,0.065,114.223,67.744,42.526,0.091,0.189
13784,"Northern Interstate Bank, N. A.",Norway,MI,49870,501 W Us Highway 2,https://www.banknib.com,<$250M,193.5,OCC,N/A (federally chartered),0,0,,,5.847,0.023,9.365,,0.884,0.35,15.3,3.148,67.483,0.54,0.749,0.317,0.0,47.44,0.0,0.011,124.484,19.306,80.332,0.251,0.0
13788,"Concordia Bank of Concordia, Missouri",Concordia,MO,64020,547 S Main St,https://www.concordia-bank.com,<$250M,130.0,FDIC,Missouri Division of Finance,0,0,,,11.606,0.547,11.922,,1.555,0.732,13.8,4.661,56.131,0.247,0.317,0.277,418.75,84.48,0.0,0.052,184.374,75.733,54.238,0.072,2.95
13794,McIntosh County Bank,Ashley,ND,58413,204 W Main St,https://www.makeitmcb.com,<$250M,118.7,FDIC,North Dakota Department of Financial Institutions,1,12,ag_concentration,KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,9.578,0.288,11.006,,1.612,0.757,17.22,3.608,56.422,0.254,0.002,0.001,0.0,58.354,0.0,0.051,38.448,0.0,260.092,0.198,33.625
13798,First National Bank in Fredonia,Fredonia,KS,66736,730 Madison St,https://www.fnbfredonia.com,<$250M,104.4,OCC,N/A (federally chartered),1,22,high_uninsured_deposits,KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),11.261,0.5,16.726,,1.41,0.664,12.5,3.243,59.233,0.325,0.627,0.213,0.0,31.807,0.0,0.069,22.042,0.659,453.677,0.323,3.074
1380,Feliciana Bank & Trust Company,Clinton,LA,70722,10926 Plank Rd,https://www.felicianabank.com,<$250M,180.4,FDIC,Louisiana Office of Financial Institutions,1,20,cd_concentration,KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria),10.396,0.394,11.807,,1.545,0.728,14.55,4.495,64.169,0.444,0.689,0.771,111.111,92.16,0.001,0.063,140.544,127.578,71.152,0.17,0.522
13801,Farmers and Merchants Bank,Laotto,IN,46763,6464 Merchants Dr,https://www.fmfbank.com,$250M-$1B,306.1,FDIC,Indiana Department of Financial Institutions,1,22,high_uninsured_deposits,KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),8.028,0.136,9.047,,1.507,0.639,19.37,3.339,54.69,0.293,0.0,0.0,2000.0,72.919,0.0,0.034,230.483,16.98,43.387,0.467,2.794
13802,The Twin Valley Bank,West Alexandria,OH,45381,2 E Dayton St,https://www.twinvalleybank.bank,<$250M,137.6,Federal Reserve,Ohio Division of Financial Institutions,0,0,,,7.584,0.087,9.23,,1.079,0.468,14.97,4.039,71.114,0.624,0.079,0.217,155.172,72.573,0.0,-0.007,74.062,18.374,135.021,0.121,1.582
13809,Minnstar Bank National Association,Lake Crystal,MN,56055,202 N Main St,https://www.minnstarbank.com,<$250M,204.0,OCC,N/A (federally chartered),1,10,funding_liquidity,KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice,10.253,0.384,10.376,13.42,1.069,0.456,9.89,3.821,61.755,0.386,0.365,0.308,0.0,94.221,0.0,0.055,274.823,66.266,11.588,0.102,7.236
13813,First National Bank in Pinckneyville,Pinckneyville,IL,62274,210 S Main St,https://www.fnbpville.com,<$250M,138.4,OCC,N/A (federally chartered),1,22,high_uninsured_deposits,KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),8.384,0.151,11.78,22.01,1.215,0.554,15.05,4.036,61.649,0.382,2.013,1.016,444.444,55.568,0.0,0.01,45.92,33.634,122.764,0.397,0.277
13816,Bank 1st,West Union,IA,52175,115 N Vine St,https://www.bank1stia.com,<$250M,166.1,Federal Reserve,Iowa Division of Banking,0,0,,,10.43,0.4,15.197,,1.297,0.603,12.65,3.428,60.933,0.364,0.003,0.002,0.0,74.244,0.0,0.027,31.828,20.093,314.193,0.243,13.375
13819,Commercial State Bank,Wausa,NE,68786,519 E Broadway St,https://wausabank.com,$250M-$1B,264.4,FDIC,Nebraska Department of Banking and Finance,1,12,ag_concentration,KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,9.436,0.364,9.645,,1.834,0.81,19.07,3.962,51.14,0.205,0.119,0.098,123.134,91.207,0.053,0.097,228.878,49.911,43.691,0.195,12.936
13821,Cross Bank,Wynne,AR,72396,399 Merriman Ave E,https://www.mycrossbank.com,$250M-$1B,593.5,FDIC,Arkansas State Bank Department,3,40,credit_deterioration; funding_liquidity; ag_concentration,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,10.546,0.567,10.455,,1.915,0.84,18.16,4.912,40.506,0.051,2.472,2.281,4352.0,97.658,0.183,0.065,199.43,46.179,50.143,0.258,22.43
13832,The Trust Bank,Lenox,GA,31637,50 W Central Ave,https://www.thetrustbank.net,<$250M,47.0,FDIC,Georgia Department of Banking and Finance,1,5,excess_capital,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence,15.84,0.833,16.155,30.56,1.936,0.864,12.2,7.008,71.877,0.642,1.362,0.76,0.0,65.771,0.0,0.047,63.748,55.405,107.557,0.184,0.307
13843,Kentland Bank,Kentland,IN,47951,111 N 4th St,https://www.kentlandbank.com,$250M-$1B,419.4,FDIC,Indiana Department of Financial Institutions,1,18,credit_deterioration,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance,11.208,0.668,12.545,,1.529,0.653,13.79,4.506,50.247,0.189,0.557,1.518,8828.571,87.901,0.059,0.068,215.284,68.811,46.45,0.272,7.742
13868,First State Bank Nebraska,Lincoln,NE,68516,2701 Grainger Pkwy,https://www.1fsb.bank,$1B-$3B,1135.0,Federal Reserve,Nebraska Department of Banking and Finance,1,18,near_fdicia_1b,"KR RAS: FDICIA Part 363 annual independent audit + audit-committee independence (crossing $1B; threshold raised from $500M, effective 2026)",10.154,0.494,9.0,11.56,1.507,0.704,14.83,3.53,54.068,0.319,0.238,0.19,432.5,90.819,0.03,0.031,140.061,17.739,14.53,0.156,3.404
13876,CNB Bank,Clearfield,PA,16830,1 S 2nd St,https://www.cnbbank.bank,$3B+,8414.6,Federal Reserve,Pennsylvania Department of Banking and Securities,3,60,rapid_growth; near_10b_threshold; bsa_aml_scaling,"KR RAS: BSA/AML scaling, Internal Audit, enterprise risk assessment; FDICIA Part 363 audit if crossing $1B, ICFR if crossing $5B; KR RAS: $10B readiness — Consumer Compliance (CFPB), Durbin, expanded BSA/AML, Internal Audit, DFAST; KR RAS: BSA/AML program enhancement + independent testing (AML & Sanctions / OFAC)",10.92,0.509,10.173,13.09,1.362,0.551,12.34,3.894,56.287,0.53,0.838,0.69,124.169,89.694,0.042,0.336,269.485,52.183,10.688,0.288,0.064
13883,The Farmers State Bank,Mcpherson,KS,67460,2074 E Kansas Ave,https://www.fsb-online.com,<$250M,180.5,FDIC,Kansas Office of the State Bank Commissioner,0,0,,,6.933,0.056,10.045,,1.424,0.67,20.0,3.881,59.331,0.329,0.005,0.003,410.714,58.987,0.012,0.131,68.724,10.348,145.509,0.281,4.935
13887,Farmers and Merchants Bank,Lafayette,AL,36862,2 1st St Ne,https://www.fmlafayette.com,$250M-$1B,307.6,FDIC,Alabama State Banking Department,0,0,,,7.156,0.066,11.563,,1.078,0.373,15.6,3.18,55.386,0.313,0.979,0.407,205.882,45.63,0.0,0.063,57.971,38.661,172.5,0.331,0.003
13892,Sandhills State Bank,North Platte,NE,69101,203 S Dewey St,https://sandhills.bank,$250M-$1B,382.8,FDIC,Nebraska Department of Banking and Finance,1,12,ag_concentration,KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,8.864,0.255,8.419,10.78,1.522,0.648,17.36,4.021,59.133,0.427,0.164,0.12,0.0,79.345,0.009,0.061,72.525,0.0,21.269,0.346,25.377
13897,Farmers State Bank,Cameron,MO,64429,124 E 3rd St,https://WWW.FSCBANK.BANK,$250M-$1B,385.4,FDIC,Missouri Division of Finance,0,0,,,8.273,0.161,9.033,14.09,1.035,0.345,12.76,3.951,64.893,0.604,0.507,0.406,320.0,87.765,0.0,0.019,119.618,49.051,27.478,0.17,1.709
13902,Farmers State Bank of Medora,Medora,IL,62063,106 E Washington St,,<$250M,20.4,FDIC,Illinois Department of Financial and Professional Regulation,3,44,weak_efficiency; weak_profitability; pre_enforcement,"KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: PRE-ENFORCEMENT READINESS — risk assessment, Internal Audit, BSA/AML & remediation-readiness before regulators act",11.547,0.538,15.508,28.8,0.066,0.078,0.59,3.049,98.639,0.936,1.699,0.648,0.0,42.995,0.0,0.034,3.343,0.0,1977.736,0.066,14.115
13905,First Texoma National Bank,Durant,OK,74701,220 W Main St,https://www.ftnb.net,<$250M,225.4,OCC,N/A (federally chartered),1,18,credit_deterioration,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance,10.05,0.354,11.596,,1.142,0.51,11.48,4.992,70.094,0.598,3.384,2.373,56.497,74.232,0.0,0.011,127.275,54.814,78.57,0.229,1.793
1391,Arlington State Bank,Arlington,MN,55307,230 W Main St,https://www.arlingtonstatebank.com,<$250M,56.7,FDIC,Minnesota Department of Commerce,3,44,weak_efficiency; weak_profitability; pre_enforcement,"KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: PRE-ENFORCEMENT READINESS — risk assessment, Internal Audit, BSA/AML & remediation-readiness before regulators act",6.097,0.033,10.131,23.17,0.135,0.086,2.2,2.774,94.993,0.925,2.118,0.746,0.0,37.512,0.0,-0.014,35.905,0.0,162.359,0.17,1.222
13919,"SouthTrust Bank, N.A.",George West,TX,78022,601 Guadalupe St,https://www.southtrust.com,$250M-$1B,578.8,OCC,N/A (federally chartered),1,22,high_uninsured_deposits,KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),12.184,0.767,12.498,21.4,1.432,0.595,12.16,4.24,70.055,0.722,0.266,0.222,-444.048,65.509,0.0,0.04,145.239,27.294,38.449,0.469,0.312
13926,"The State Bank of Canton, Canton, Kansas",Canton,KS,67428,103 S Main St,https://www.statebankofcanton.com,<$250M,36.6,FDIC,Kansas Office of the State Bank Commissioner,2,17,excess_capital; ag_concentration,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,21.922,0.938,22.063,41.83,0.926,0.378,4.17,3.91,62.917,0.412,0.0,0.0,0.0,56.418,0.0,0.082,0.0,0.0,,0.096,30.896
13931,State Bank of Schaller,Schaller,IA,51053,100 W 2nd St,https://www.statebankofschaller.com,<$250M,40.6,FDIC,Iowa Division of Banking,2,28,credit_deterioration; under_reserved,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: CECL model validation / reserve adequacy review,13.465,0.704,13.272,,0.809,0.316,5.97,2.534,62.355,0.399,3.69,0.916,0.0,28.555,0.084,0.026,4.549,4.549,2198.425,0.005,12.507
13946,First Bank & Trust Company,Perry,OK,73077,401 N 7th St,https://www.fbt.bank,$250M-$1B,255.2,FDIC,Oklahoma State Banking Department,1,12,ag_concentration,KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,9.761,0.426,11.336,,1.733,0.767,17.45,4.369,57.32,0.37,0.732,0.432,29.532,65.119,0.0,0.066,52.176,19.166,191.66,0.238,14.899
13947,Alamosa State Bank,Alamosa,CO,81101,2225 Main St,https://www.alamosastatebank.com,$250M-$1B,340.3,FDIC,Colorado Division of Banking,1,22,high_uninsured_deposits,KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),12.206,0.769,12.852,22.11,2.39,0.934,19.56,4.019,38.917,0.036,0.0,0.0,1966.667,59.356,0.0,0.01,68.286,6.415,83.595,0.462,4.994
13951,Community Bank of Louisiana,Mansfield,LA,71052,118 Jefferson St,https://www.communitybankofla.bank,$250M-$1B,852.9,FDIC,Louisiana Office of Financial Institutions,2,40,near_fdicia_1b; high_uninsured_deposits,"KR RAS: FDICIA Part 363 annual independent audit + audit-committee independence (crossing $1B; threshold raised from $500M, effective 2026); KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile)",6.905,0.057,10.133,,1.557,0.671,23.69,3.084,54.627,0.29,0.008,0.199,0.0,35.323,0.008,0.066,139.699,40.12,71.583,0.59,0.052
13953,Iowa State Bank,Hull,IA,51239,1101 Main St,https://www.iowastate.bank,$1B-$3B,1257.0,Federal Reserve,Iowa Division of Banking,2,22,funding_liquidity; ag_concentration,KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,10.912,0.623,11.724,,1.599,0.739,15.18,3.677,45.75,0.116,0.062,0.045,0.0,102.385,0.063,0.049,45.988,20.465,217.449,0.243,12.458
13955,Foundation Bank,Mc Kenzie,TN,38201,676 Main St N,https://www.foundationbank.org,<$250M,217.9,FDIC,Tennessee Department of Financial Institutions,1,18,credit_deterioration,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance,14.415,0.767,14.723,,1.887,0.852,13.47,6.4,63.724,0.43,2.388,1.407,44.379,64.314,0.0,0.036,12.834,7.21,779.155,0.176,0.078
13959,CBW Bank,Weir,KS,66781,109 E Main St,https://www.cbwbank.com,<$250M,80.5,FDIC,Kansas Office of the State Bank Commissioner,5,80,excess_capital; weak_efficiency; rapid_growth; bsa_aml_scaling; high_uninsured_deposits,"Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS: BSA/AML scaling, Internal Audit, enterprise risk assessment; FDICIA Part 363 audit if crossing $1B, ICFR if crossing $5B; KR RAS: BSA/AML program enhancement + independent testing (AML & Sanctions / OFAC); KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile)",31.301,0.971,28.347,146.86,1.695,0.785,5.28,4.218,84.554,0.846,0.941,0.143,0.0,22.445,0.0,0.224,0.0,0.0,,0.777,0.119
13960,The Bank of Houston,Houston,MO,65483,404 S Grand Ave,https://www.thebankofhouston.com,<$250M,67.4,FDIC,Missouri Division of Finance,1,10,funding_liquidity,KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice,14.11,0.746,14.137,,1.07,0.458,7.43,5.723,78.557,0.757,0.161,0.131,0.0,103.564,0.088,0.049,40.874,0.0,244.652,0.071,0.88
13962,Bank of Hartington,Hartington,NE,68739,229 N Broadway Ave,https://www.bankofhartington.com,<$250M,151.0,Federal Reserve,Nebraska Department of Banking and Finance,1,12,ag_concentration,KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,8.712,0.189,9.047,11.39,1.434,0.676,17.16,4.449,64.687,0.458,0.0,0.0,0.0,81.515,0.0,0.096,52.133,9.846,38.371,0.282,38.548
13983,The Granville National Bank,Granville,IL,61326,328 S Mccoy St,https://www.gnbonline.com,<$250M,118.4,OCC,N/A (federally chartered),1,18,credit_deterioration,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance,10.757,0.439,11.102,,1.174,0.525,11.07,3.349,54.581,0.215,2.212,1.011,1200.0,50.795,0.0,0.041,58.986,7.98,169.533,0.127,2.855
13986,"Transact Bank, National Association",Denver,CO,80202,700 17th St,https://www.transactbank.com,<$250M,6.5,OCC,N/A (federally chartered),3,25,excess_capital; weak_efficiency; weak_profitability,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA,16.494,0.856,16.271,40.68,0.331,0.139,2.06,2.853,99.013,0.937,0.0,0.0,0.0,43.924,0.0,0.036,0.0,0.0,,0.168,0.0
1399,Frandsen Bank & Trust,Lonsdale,MN,55046,116 Central St W,https://frandsenbank.com,$3B+,3656.9,Federal Reserve,Minnesota Department of Commerce,0,0,,,11.8,0.71,10.021,13.89,1.815,0.852,15.71,4.207,54.074,0.442,0.707,0.697,208.189,79.528,0.0,0.026,155.146,42.331,21.873,0.317,3.817
13990,Palo Savings Bank,Palo,IA,52324,2801 Hollenbeck Rd,https://www.palosavingsbank.com,<$250M,49.2,FDIC,Iowa Division of Banking,0,0,,,7.615,0.09,11.71,,1.136,0.506,14.9,3.222,63.705,0.429,0.188,0.083,0.0,47.65,0.0,0.024,2.535,0.0,3944.371,0.142,4.683
13999,The Farmers and Merchants State Bank,Scotland,SD,57059,550 Main St,https://wwwfmsbscotland.com,<$250M,36.0,FDIC,South Dakota Division of Banking,1,12,ag_concentration,KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,9.916,0.34,11.887,,1.249,0.576,12.71,4.401,65.625,0.488,0.082,0.031,0.0,40.984,0.0,0.043,0.0,0.0,,0.228,20.78
14009,Chelsea State Bank,Chelsea,MI,48118,1010 S Main St,https://www.chelseastate.bank,$250M-$1B,416.5,Federal Reserve,Michigan Department of Insurance and Financial Services,0,0,,,11.541,0.705,12.763,19.5,1.572,0.679,13.88,4.145,63.021,0.552,1.327,0.961,0.0,68.958,0.0,0.029,105.105,9.078,49.306,0.255,0.66
14017,Middletown Valley Bank,Middletown,MD,21769,803 E Main St,https://www.mvbbank.com,$1B-$3B,1193.5,FDIC,Maryland Office of Financial Regulation,2,27,weak_profitability; thin_cre_cushion,Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: CRE stress testing + capital planning — reverse stress test shows a modest CRE loss breaches well-capitalized,8.431,0.121,9.175,11.72,0.445,0.068,5.06,3.776,61.009,0.51,0.125,0.102,394.253,89.578,0.02,0.089,248.727,66.656,9.013,0.232,0.0
1402,Citizens Alliance Bank,Clara City,MN,56222,55 1st St Nw,https://www.citizensalliancebank.com,$1B-$3B,1436.2,FDIC,Minnesota Department of Commerce,2,27,weak_profitability; high_uninsured_deposits,Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),9.893,0.443,9.815,12.58,0.197,0.029,2.0,3.655,65.55,0.657,1.475,1.042,0.0,81.98,0.067,-0.033,211.035,61.518,12.541,0.498,9.23
14024,"Farmers and Merchants Bank of Mound City, Kansas",Mound City,KS,66056,103 S 5th St,https://www.fmbankmc.com,<$250M,65.0,FDIC,Kansas Office of the State Bank Commissioner,0,0,,,6.232,0.037,6.059,13.63,1.242,0.57,19.39,3.703,66.349,0.508,0.12,0.068,0.0,60.436,0.0,0.058,45.087,38.116,72.783,0.279,3.005
14025,Connections Bank,Platte City,MO,64079,1100 Branch St,https://www.connections.bank,$250M-$1B,516.6,FDIC,Missouri Division of Finance,2,40,cd_concentration; cre_concentration,"KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria); KR RAS: CRE loan review, credit risk review, CECL/ALLL, CRE stress testing (>=300% of capital — supervisory concentration criteria)",10.506,0.558,9.802,,1.952,0.856,18.77,4.953,42.753,0.07,0.0,0.0,0.0,94.062,0.0,0.032,319.769,118.446,31.273,0.198,1.499
14026,Scribner Bank,Scribner,NE,68057,400 Main St,https://www.scribnerbank.com,<$250M,86.9,FDIC,Nebraska Department of Banking and Finance,2,17,excess_capital; ag_concentration,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,16.515,0.857,16.563,,2.73,0.968,17.34,5.167,57.45,0.277,0.043,0.029,0.0,78.769,0.0,0.011,28.986,8.714,344.998,0.193,35.301
14028,First Guaranty Bank,Hammond,LA,70401,400 E Thomas St,https://www.fgb.net,$3B+,3892.4,FDIC,Louisiana Office of Financial Institutions,4,57,credit_deterioration; funding_liquidity; weak_profitability; pre_enforcement,"KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: PRE-ENFORCEMENT READINESS — risk assessment, Internal Audit, BSA/AML & remediation-readiness before regulators act",6.715,0.039,7.093,14.95,0.386,0.06,5.85,2.359,68.18,0.834,2.3,1.806,44.849,49.958,0.319,-0.019,235.134,32.986,16.294,0.251,1.101
14029,First Liberty Bank,Oklahoma City,OK,73120,9601 N May Ave,https://www.myfirstliberty.com,$250M-$1B,885.0,FDIC,Oklahoma State Banking Department,1,18,near_fdicia_1b,"KR RAS: FDICIA Part 363 annual independent audit + audit-committee independence (crossing $1B; threshold raised from $500M, effective 2026)",11.051,0.648,11.821,12.93,1.069,0.368,9.51,4.207,65.258,0.613,0.068,0.056,34.615,92.972,0.034,0.083,288.426,73.74,10.225,0.268,0.004
